Model	Marker1	Marker2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*bb_vs_other	rs1520670	rs715359	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1520670	rs2385226	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs1520670	rs11034952	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs1520670	rs1414097	18	32	23	27	0.660326	0.296189	1.472135	0.66143	0.416055
aa*bb_vs_other	rs1520670	rs951295	1	50	1	49	0.98	0.059611	16.11124	0.490147	0.483862
aa*bb_vs_other	rs1520670	rs10882854	9	41	8	42	1.152439	0.405268	3.277131	0	1
aa*bb_vs_other	rs1520670	rs10846239	22	28	31	19	0.481567	0.216662	1.07036	2.569249	0.108959
aa*bb_vs_other	rs1520670	rs6471533	22	28	31	19	0.481567	0.216662	1.07036	2.569249	0.108959
aa*bb_vs_other	rs1520670	rs5926356	11	39	18	32	0.501424	0.207181	1.213561	1.748422	0.186075
aa*bb_vs_other	rs1520670	rs5381179	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs1520670	rs4836002	18	32	30	20	0.375	0.167079	0.841667	4.847756	0.027682
aa*bb_vs_other	rs1520670	rs4290825	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs1520670	rs3745648	22	28	31	19	0.481567	0.216662	1.07036	2.569249	0.108959
aa*bb_vs_other	rs1520670	rs3200471	16	34	29	21	0.340771	0.150445	0.771875	5.818182	0.015861
aa*bb_vs_other	rs1520670	rs2655294	22	28	31	19	0.481567	0.216662	1.07036	2.569249	0.108959
aa*bb_vs_other	rs1520670	rs2110117	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs1520670	rs1564940	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs1520670	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1520670	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1520670	rs70591	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs1520670	rs615768	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs1520670	rs1160945	10	40	10	40	1	0.375311	2.664456	0.0625	0.802587
aa*bb_vs_other	rs1520670	rs1706122	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs1520670	rs2251299	9	41	10	40	0.878049	0.322896	2.38767	0	1
aa*bb_vs_other	rs1520670	rs2796476	14	36	19	31	0.634503	0.273657	1.471162	0.723654	0.394948
aa*bb_vs_other	rs1520670	rs3341653	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs1520670	rs3886830	15	35	14	36	1.102041	0.464351	2.615467	0	1
aa*bb_vs_other	rs1520670	rs4432007	12	38	9	41	1.438596	0.545103	3.796639	0.241109	0.623406
aa*bb_vs_other	rs1520670	rs4977184	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs1520670	rs5522361	10	40	9	41	1.138889	0.418818	3.096969	0	1
aa*bb_vs_other	rs1520670	rs6067538	10	40	9	41	1.138889	0.418818	3.096969	0	1
aa*bb_vs_other	rs1520670	rs6612715	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs1520670	rs7157892	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs1520670	rs7703069	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs1520670	rs8248246	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs1520670	rs8793423	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs1520670	rs9338600	5	45	11	39	0.393939	0.125888	1.232745	1.860119	0.172611
aa*bb_vs_other	rs1520670	rs9883777	4	46	9	41	0.396135	0.113406	1.383729	1.414677	0.234281
aa*bb_vs_other	rs1520670	rs10428954	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs1520670	rs10974131	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs1520670	rs11519308	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs1520670	rs12064485	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs1520670	rs12609662	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs1520670	rs13154839	6	44	11	39	0.483471	0.16351	1.429544	1.133948	0.286935
aa*bb_vs_other	rs1520670	rs13700016	19	31	27	23	0.522103	0.23527	1.158633	1.972625	0.16017
aa*bb_vs_other	rs1520670	rs14245193	6	44	12	38	0.431818	0.147848	1.261211	1.693767	0.193105
aa*bb_vs_other	rs1520670	rs14790370	14	36	22	28	0.494949	0.2153	1.137831	2.126736	0.144749
aa*bb_vs_other	rs6991394	rs2208123	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs6991394	rs10774834	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs6991394	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6991394	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6991394	rs5987737	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs715359	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs6991394	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6991394	rs1414097	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6991394	rs10882854	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs6991394	rs10846239	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs6471533	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs5926356	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs5381179	9	41	14	36	0.56446	0.218397	1.458879	0.903444	0.34186
aa*bb_vs_other	rs6991394	rs4836002	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6991394	rs3745648	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs3200471	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs2655294	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs6991394	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6991394	rs1564940	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs6991394	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs6991394	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs6991394	rs70591	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs6991394	rs615768	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs6991394	rs1160945	4	46	5	45	0.782609	0.197374	3.103133	0	1
aa*bb_vs_other	rs6991394	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs6991394	rs2251299	3	47	5	45	0.574468	0.12965	2.545428	0.13587	0.712422
aa*bb_vs_other	rs6991394	rs2796476	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs6991394	rs3341653	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs6991394	rs3886830	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs6991394	rs4432007	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs6991394	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs6991394	rs5522361	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6991394	rs6067538	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6991394	rs6612715	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6991394	rs7157892	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6991394	rs7703069	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6991394	rs8248246	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6991394	rs8793423	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs6991394	rs9338600	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs6991394	rs9883777	3	47	6	44	0.468085	0.11028	1.986799	0.4884	0.484642
aa*bb_vs_other	rs6991394	rs10428954	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs6991394	rs10974131	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs6991394	rs11519308	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs6991394	rs12064485	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs6991394	rs12609662	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs6991394	rs13154839	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs6991394	rs13700016	10	40	15	35	0.583333	0.232512	1.463488	0.853333	0.355611
aa*bb_vs_other	rs6991394	rs14245193	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs6991394	rs14790370	8	42	12	38	0.603175	0.222687	1.633774	0.5625	0.453255
aa*bb_vs_other	rs2208123	rs10774834	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2208123	rs5936512	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs2208123	rs6626309	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs2208123	rs5987737	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2208123	rs715359	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2208123	rs2385226	25	25	17	33	1.941176	0.866966	4.346384	2.011494	0.156112
aa*bb_vs_other	rs2208123	rs11034952	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs2208123	rs1414097	5	45	2	48	2.666667	0.492282	14.445203	0.614439	0.433121
aa*bb_vs_other	rs2208123	rs951295	15	35	9	41	1.952381	0.761517	5.005526	1.370614	0.241706
aa*bb_vs_other	rs2208123	rs10882854	25	25	17	33	1.941176	0.866966	4.346384	2.011494	0.156112
aa*bb_vs_other	rs2208123	rs10846239	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2208123	rs6471533	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2208123	rs5926356	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2208123	rs5381179	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs2208123	rs4836002	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs2208123	rs4290825	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs2208123	rs3745648	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2208123	rs3200471	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs2208123	rs2655294	7	43	4	46	1.872093	0.511769	6.848275	0.40858	0.522691
aa*bb_vs_other	rs2208123	rs2110117	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs2208123	rs1564940	22	28	16	34	1.669643	0.738741	3.773593	1.061121	0.30296
aa*bb_vs_other	rs2208123	rs1019763	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs2208123	rs474586	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs2208123	rs70591	22	28	16	34	1.669643	0.738741	3.773593	1.061121	0.30296
aa*bb_vs_other	rs2208123	rs615768	22	28	16	34	1.669643	0.738741	3.773593	1.061121	0.30296
aa*bb_vs_other	rs2208123	rs1160945	21	29	16	34	1.538793	0.679353	3.485499	0.686401	0.407391
aa*bb_vs_other	rs2208123	rs1706122	9	41	5	45	1.97561	0.61177	6.379904	0.747508	0.387266
aa*bb_vs_other	rs2208123	rs2251299	16	34	11	39	1.668449	0.681816	4.082804	0.811771	0.367597
aa*bb_vs_other	rs2208123	rs2796476	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs2208123	rs3341653	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs2208123	rs3886830	18	32	13	37	1.600962	0.680153	3.768383	0.748013	0.387106
aa*bb_vs_other	rs2208123	rs4432007	9	41	8	42	1.152439	0.405268	3.277131	0	1
aa*bb_vs_other	rs2208123	rs4977184	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs2208123	rs5522361	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2208123	rs6067538	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2208123	rs6612715	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2208123	rs7157892	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2208123	rs7703069	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2208123	rs8248246	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2208123	rs8793423	7	43	7	43	1	0.323122	3.094806	0.083056	0.773197
aa*bb_vs_other	rs2208123	rs9338600	6	44	4	46	1.568182	0.414345	5.935135	0.111111	0.738883
aa*bb_vs_other	rs2208123	rs9883777	5	45	2	48	2.666667	0.492282	14.445203	0.614439	0.433121
aa*bb_vs_other	rs2208123	rs10428954	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2208123	rs10974131	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2208123	rs11519308	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2208123	rs12064485	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2208123	rs12609662	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2208123	rs13154839	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2208123	rs13700016	17	33	13	37	1.4662	0.619676	3.469144	0.428571	0.512691
aa*bb_vs_other	rs2208123	rs14245193	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2208123	rs14790370	14	36	11	39	1.378788	0.554767	3.426765	0.213333	0.644167
aa*bb_vs_other	rs10774834	rs5936512	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs10774834	rs6626309	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs10774834	rs5987737	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs715359	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs2385226	2	48	1	50	2.083333	0.182869	23.734346	0.000303	0.986109
aa*bb_vs_other	rs10774834	rs11034952	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs10774834	rs1414097	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs951295	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs10774834	rs10882854	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs10774834	rs10846239	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs6471533	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs5926356	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs5381179	9	41	15	35	0.512195	0.199779	1.313169	1.370614	0.241706
aa*bb_vs_other	rs10774834	rs4836002	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs4290825	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs10774834	rs3745648	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs3200471	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs2655294	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs10774834	rs2110117	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs10774834	rs1564940	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs10774834	rs1019763	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs10774834	rs474586	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs10774834	rs70591	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs615768	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs1160945	4	46	4	46	1	0.235762	4.24156	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs1706122	2	48	2	48	1	0.135279	7.392135	0.260417	0.609834
aa*bb_vs_other	rs10774834	rs2251299	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs10774834	rs2796476	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs10774834	rs3341653	6	44	10	40	0.545455	0.18175	1.636979	0.669643	0.413176
aa*bb_vs_other	rs10774834	rs3886830	7	43	5	45	1.465116	0.43194	4.969597	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs4432007	6	44	3	47	2.136364	0.503322	9.067847	0.4884	0.484642
aa*bb_vs_other	rs10774834	rs4977184	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs10774834	rs5522361	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs6067538	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs6612715	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs7157892	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs7703069	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs8248246	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs8793423	5	45	3	47	1.740741	0.392861	7.713101	0.13587	0.712422
aa*bb_vs_other	rs10774834	rs9338600	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
aa*bb_vs_other	rs10774834	rs9883777	3	47	7	43	0.392097	0.095312	1.613028	1	0.317311
aa*bb_vs_other	rs10774834	rs10428954	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs10974131	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs11519308	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs12064485	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs12609662	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs13154839	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs13700016	10	40	16	34	0.53125	0.213233	1.323558	1.299376	0.254327
aa*bb_vs_other	rs10774834	rs14245193	5	45	7	43	0.68254	0.201224	2.315139	0.094697	0.758289
aa*bb_vs_other	rs10774834	rs14790370	8	42	13	37	0.542125	0.202371	1.45228	0.964436	0.326072
aa*bb_vs_other	rs5936512	rs6626309	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs5987737	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs715359	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs2385226	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs11034952	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs1414097	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*bb_vs_other	rs5936512	rs951295	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs10882854	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs10846239	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*bb_vs_other	rs5936512	rs6471533	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*bb_vs_other	rs5936512	rs5926356	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs5381179	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs4836002	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs4290825	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs3745648	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*bb_vs_other	rs5936512	rs3200471	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs2655294	1	49	1	50	1.020408	0.062068	16.775553	0.490147	0.483862
aa*bb_vs_other	rs5936512	rs2110117	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs1564940	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs1019763	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs5936512	rs474586	4	46	1	50	4.347826	0.468623	40.33857	0.883936	0.347126
aa*bb_vs_other	rs5936512	rs70591	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs615768	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs1160945	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs1706122	7	43	1	49	7.976744	0.943226	67.458336	3.396739	0.065325
aa*bb_vs_other	rs5936512	rs2251299	8	42	2	48	4.571429	0.919362	22.730947	2.777778	0.095581
aa*bb_vs_other	rs5936512	rs2796476	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs3341653	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs5936512	rs3886830	9	41	2	48	5.268293	1.076616	25.779778	3.677222	0.055161
aa*bb_vs_other	rs5936512	rs4432007	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs5936512	rs4977184	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs5522361	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs5936512	rs6067538	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs5936512	rs6612715	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs7157892	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs7703069	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs8248246	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs8793423	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs9338600	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs5936512	rs9883777	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs10428954	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs10974131	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs11519308	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs12064485	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs12609662	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs13154839	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs13700016	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs5936512	rs14245193	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs5936512	rs14790370	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs6626309	rs5987737	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6626309	rs715359	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
aa*bb_vs_other	rs6626309	rs2385226	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs6626309	rs11034952	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs6626309	rs1414097	2	48	1	49	2.041667	0.179154	23.267157	0	1
aa*bb_vs_other	rs6626309	rs951295	15	35	9	41	1.952381	0.761517	5.005526	1.370614	0.241706
aa*bb_vs_other	rs6626309	rs10882854	19	31	12	38	1.94086	0.81762	4.607197	1.683029	0.194522
aa*bb_vs_other	rs6626309	rs10846239	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs6626309	rs6471533	3	47	2	48	1.531915	0.244789	9.586875	0	1
aa*bb_vs_other	rs6626309	rs5926356	1	50	1	50	1	0.060844	16.43544	0.51	0.475139
